g,i,year,xland,xwater,p,y,omegalabor,omegasupply,omegaland,Etc
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2017,7,2.2,172,5.7,124,268,240,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2017,3,2,0.4,12900,1509,537,272,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Vegetable,2017,24,2.3,240,15.5,5459,3914,270,0.3
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2017,168,2.5,148,2.9,72,185,240,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2017,224,2.3,172,5.7,124,268,240,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2017,354,2.2,0.4,12900,1509,537,272,0.74
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2017,1244,2.5,148,2.9,72,185,240,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2017,770,2.4,172,5.7,124,268,240,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2017,7,2.4,4400,19,1751,3296,240,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2017,3856,2.3,0.4,12900,1509,537,272,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2017,132,2.5,240,15.5,5459,3914,270,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2017,4,2.3,730.3,5.7,2266,2987,240,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2017,78,1.7,172,5.7,124,268,240,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2017,27,1.9,172,5.7,124,268,240,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2017,15,1.5,240,15.5,5459,3914,270,0.3
Irrigated area outside irrigation districts,Berry,2017,29,1.9,1700,4,5562,7828,240,0.25
Irrigated area outside irrigation districts,Cereal Grain,2017,14998,2,148,2.9,72,185,240,0.74
Irrigated area outside irrigation districts,Hay/Silage,2017,6706,1.9,172,5.7,124,268,240,0.51
Irrigated area outside irrigation districts,Herb,2017,332,2.1,424,0.1,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2017,330,2.1,350,0.1,773,618,240,0.74
Irrigated area outside irrigation districts,Orchard,2017,1285,2.3,1205,19,1751,3296,240,0.13
Irrigated area outside irrigation districts,Seed,2017,10037,2.2,0.4,12900,1509,537,272,0.74
Irrigated area outside irrigation districts,Vegetable,2017,3515,2.4,240,15.5,5459,3914,270,0.3
Irrigated area outside irrigation districts,Vineyard,2017,1862,2.2,730.3,5.7,2266,2987,240,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2017,55,2.4,148,2.9,72,185,240,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2017,46,2.6,172,5.7,124,268,240,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2017,72,2.4,0.4,12900,1509,537,272,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Vegetable,2017,18,2.4,240,15.5,5459,3914,270,0.3
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2017,30,2.6,148,2.9,72,185,240,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2017,22,2.9,0.4,12900,1509,537,272,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2017,2,1.8,172,5.7,124,268,240,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2017,700,1.2,148,2.9,72,185,240,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2017,727,1.8,172,5.7,124,268,240,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Oilseed,2017,23,1.3,350,0.1,773,618,240,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Orchard,2017,1,1.8,1205,19,1751,3296,240,0.13
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2017,578,2.1,0.4,12900,1509,537,272,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2017,794,2.5,148,2.9,72,185,240,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2017,393,1.3,172,5.7,124,268,240,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2017,526,2.3,1205,19,1751,3296,240,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2017,1572,2.6,240,15.5,5459,3914,270,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Cereal Grain,2017,34,0.8,148,2.9,72,185,240,0.74
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2017,8,1.5,172,5.7,124,268,240,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2017,338,1.9,148,2.9,72,185,240,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2017,251,2,172,5.7,124,268,240,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Oilseed,2017,12,1.9,350,0.1,773,618,240,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2017,642,2.2,0.4,12900,1509,537,272,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2017,49,2.8,240,15.5,5459,3914,270,0.3
ARTESIA IRRIGATION DISTRICT NO. 8,Vineyard,2018,1,2.4,734,6.3,2310,3045,250,0.13
BLALOCK IRRIGATION DISTRICT NO. 3,Cereal Grain,2018,27,1.9,172.7,3,74,189,250,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Hay/Silage,2018,34,2,186,4.8,126,273,250,0.51
BLALOCK IRRIGATION DISTRICT NO. 3,Seed,2018,9,2,0.4,12900,1547,550,279,0.74
BLALOCK IRRIGATION DISTRICT NO. 3,Vegetable,2018,30,2.4,760,16.3,5565,3990,250,0.3
BLALOCK IRRIGATION DISTRICT NO. 3,Vineyard,2018,1,2.4,734,6.3,2310,3045,250,0.13
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Cereal Grain,2018,16,1.7,172.7,3,74,189,250,0.74
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Hay/Silage,2018,6,2,186,4.8,126,273,250,0.51
BLALOCK ORCHARDS IRRIGATION DISTRICT NO. 12,Vegetable,2018,2,1.7,760,16.3,5565,3990,250,0.3
BRADEN IRRIGATION DISTRICT NO. 20,Hay/Silage,2018,15,1.7,186,4.8,126,273,250,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Cereal Grain,2018,25,1.9,172.7,3,74,189,250,0.74
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Hay/Silage,2018,5,1.9,186,4.8,126,273,250,0.51
CONSOLIDATED IRRIGATION DISTRICT NO. 14,Seed,2018,1,1.9,0.4,12900,1547,550,279,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Cereal Grain,2018,214,2.7,172.7,3,74,189,250,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Hay/Silage,2018,180,2.9,186,4.8,126,273,250,0.51
EAST SIDE IRRIGATION DISTRICT NO. 6,Seed,2018,264,2.2,0.4,12900,1547,550,279,0.74
EAST SIDE IRRIGATION DISTRICT NO. 6,Vegetable,2018,62,2,760,16.3,5565,3990,250,0.3
GARDENA FARMS DISTRICT NO. 13,Cereal Grain,2018,2154,2.6,172.7,3,74,189,250,0.74
GARDENA FARMS DISTRICT NO. 13,Hay/Silage,2018,773,2.6,186,4.8,126,273,250,0.51
GARDENA FARMS DISTRICT NO. 13,Orchard,2018,7,2.6,4117,17.3,1785,3360,250,0.13
GARDENA FARMS DISTRICT NO. 13,Seed,2018,2926,2.5,0.4,12900,1547,550,279,0.74
GARDENA FARMS DISTRICT NO. 13,Vegetable,2018,171,2.6,760,16.3,5565,3990,250,0.3
GARDENA FARMS DISTRICT NO. 13,Vineyard,2018,4,2.2,734,6.3,2310,3045,250,0.13
HUDSON BAY IRRIGATION DISTRICT NO.,Cereal Grain,2018,1,2.2,172.7,3,74,189,250,0.74
HUDSON BAY IRRIGATION DISTRICT NO.,Hay/Silage,2018,34,2.2,186,4.8,126,273,250,0.51
HUDSON BAY IRRIGATION DISTRICT NO.,Seed,2018,39,2.2,0.4,12900,1547,550,279,0.74
HYDRO-IRRIGATION DISTRICT NO. 9,Hay/Silage,2018,24,1.8,186,4.8,126,273,250,0.51
HYDRO-IRRIGATION DISTRICT NO. 9,Vegetable,2018,12,1.9,760,16.3,5565,3990,250,0.3
Irrigated area outside irrigation districts,Berry,2018,25,2,1900,4,5454,7676,231,0.25
Irrigated area outside irrigation districts,Cereal Grain,2018,15528,2.5,172.7,3,74,189,250,0.74
Irrigated area outside irrigation districts,Hay/Silage,2018,6450,2,186,4.8,126,273,250,0.51
Irrigated area outside irrigation districts,Herb,2018,444,2.1,424,0.1,305,549,294,0.41
Irrigated area outside irrigation districts,Oilseed,2018,260,2.4,340,0.9,788,630,250,0.74
Irrigated area outside irrigation districts,Orchard,2018,1299,2.4,1194,17.3,1785,3360,250,0.13
Irrigated area outside irrigation districts,Seed,2018,8347,2.2,0.4,12900,1547,550,279,0.74
Irrigated area outside irrigation districts,Vegetable,2018,5566,2,760,16.3,5565,3990,250,0.3
Irrigated area outside irrigation districts,Vineyard,2018,1806,2.1,734,6.3,2310,3045,250,0.13
LOWDEN IRRIGATION DISTRICT NO. 2,Cereal Grain,2018,54,2.5,172.7,3,74,189,250,0.74
LOWDEN IRRIGATION DISTRICT NO. 2,Hay/Silage,2018,50,2.8,186,4.8,126,273,250,0.51
LOWDEN IRRIGATION DISTRICT NO. 2,Seed,2018,89,2.3,0.4,12900,1547,550,279,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Cereal Grain,2018,13,2.8,172.7,3,74,189,250,0.74
MUD CREEK IRRIGATION DISTRICT NO. 7,Seed,2018,38,2.8,0.4,12900,1547,550,279,0.74
ORCHARD IRRIGATION DISTRICT NO. 10,Hay/Silage,2018,2,1.8,186,4.8,126,273,250,0.51
ORCHARD IRRIGATION DISTRICT NO. 10,Vegetable,2018,1,1.8,760,16.3,5565,3990,250,0.3
TOUCHET IRRIGATION DISTRICT NO. 16,Cereal Grain,2018,589,1.9,172.7,3,74,189,250,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Hay/Silage,2018,743,1.6,186,4.8,126,273,250,0.51
TOUCHET IRRIGATION DISTRICT NO. 16,Oilseed,2018,207,2.4,340,0.9,788,630,250,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Orchard,2018,1,1.6,1194,17.3,1785,3360,250,0.13
TOUCHET IRRIGATION DISTRICT NO. 16,Seed,2018,445,1.7,0.4,12900,1547,550,279,0.74
TOUCHET IRRIGATION DISTRICT NO. 16,Vegetable,2018,37,2,760,16.3,5565,3990,250,0.3
TWO RIVERS IRRIGATION DISTRICT NO. 19,Cereal Grain,2018,673,2.6,172.7,3,74,189,250,0.74
TWO RIVERS IRRIGATION DISTRICT NO. 19,Hay/Silage,2018,624,1.2,186,4.8,126,273,250,0.51
TWO RIVERS IRRIGATION DISTRICT NO. 19,Orchard,2018,526,2.4,1194,17.3,1785,3360,250,0.13
TWO RIVERS IRRIGATION DISTRICT NO. 19,Vegetable,2018,1614,2.4,760,16.3,5565,3990,250,0.3
WALLA WALLA WATER & POWER DISTRICT NO. 18,Vegetable,2018,34,1.3,760,16.3,5565,3990,250,0.3
WATER DISTRIBUTION DISTRICT NO. 1,Hay/Silage,2018,3,1.6,186,4.8,126,273,250,0.51
WATER DISTRIBUTION DISTRICT NO. 1,Seed,2018,3,1.6,0.4,12900,1547,550,279,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Cereal Grain,2018,369,2.6,172.7,3,74,189,250,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Hay/Silage,2018,249,2.3,186,4.8,126,273,250,0.51
WEST SIDE IRRIGATION DISTRICT NO. 5,Seed,2018,645,2.1,0.4,12900,1547,550,279,0.74
WEST SIDE IRRIGATION DISTRICT NO. 5,Vegetable,2018,49,2.5,760,16.3,5565,3990,250,0.3
